year,market,internal_class,leasedSF,availability_proportion,internal_class_rent,overall_rent,RBA,unemployment_rate,absorption,rent_growth,availability_growth,enhanced_growth,cumulative_growth_factor,unemp_growth,abs_growth
2020,San Francisco,A,14100.170903361344,0.13288722572596737,80.92803493297713,77.1963378065605,47238878.75,10.191666666666666,29.848657030965928,-4.307472014338998,85.96637417573037,83.19729006453692,50.65117244903099,14.857723577235769,-2.2414168208156693
2021,San Francisco,A,13046.235801048459,0.23106946588424898,75.38059440940485,72.2931268500395,50709135.25,7.325,25.72758485572569,-6.854782187861785,73.88388133013444,79.37086868270441,130.0220411317354,-2.8127555192150444,-1.3806558100637178
2022,San Francisco,A,18113.809054079516,0.2535729429460515,75.37886634013238,71.8081136898503,54515744.0,4.2749999999999995,33.22674832077779,-0.0022924590685646784,9.738836317332943,15.15433514981897,145.17637628155435,-4.16382252559727,2.9148338280120956
2023,San Francisco,A,16408.713132931778,0.32784694569031125,74.36316982653453,69.26445710871715,55256294.25,4.741666666666666,29.69564527561813,-1.347455278797527,29.29098108076216,28.77143831132847,173.94781459288282,1.0916179337231968,-1.0627290432002767
2024,San Francisco,A,14884.42849024991,0.34462491813813473,74.8810411113103,68.39788931506556,56382994.25,5.3,26.398790430059343,0.6964082972576335,5.11762353390115,2.4615167576408545,176.4093313505237,1.1775043936731122,-1.1102149203895895
2018,Seattle,A,13817.248781829412,0.1112174948150596,45.291197985387655,35.36369874681165,59933156.5,4.425,23.054431951751802,0.0,0.0,0.0,0.0,0.0,0.0
2019,Seattle,A,18233.161887929935,0.11034309522375174,46.746282734047355,38.223048467680776,61119480.75,4.191666666666666,29.831997366780534,3.2127318626660184,-0.7862068757814367,0.5426032998610806,0.5426032998610806,-0.527306967984934,2.9398101975415347
2020,Seattle,A,20281.299921993912,0.13578766356263025,46.91832236032365,38.85816283162615,61659714.0,8.533333333333333,32.892302941907765,0.36802846389962784,23.059502080562865,21.64078043080989,22.183383730670972,10.35785288270378,1.0258466898817309
2021,Seattle,A,14488.640213840214,0.18849340065550502,47.14847517434435,39.450367462184126,63247226.0,5.241666666666666,22.90794573953364,0.4905393084031706,38.81481992549709,34.735432307436625,56.91881603810759,-3.857421875,-3.0354691856048643
2022,Seattle,A,11248.03346593166,0.20047319101732,50.573282287515674,42.90680176884523,68277395.0,4.066666666666666,16.474022575014263,7.263876722433049,6.355548958294577,-4.560812788410571,52.35800324969702,-2.241653418124007,-2.8085989192020664
2023,Seattle,A,10227.218707538574,0.2690014125006775,51.602525024036176,45.90995833109893,69913450.25,4.075,14.628399358017056,2.035151150896475,34.183234743560774,30.46247561586522,82.82047886556225,0.02049180327869049,-1.1203233506529353
2024,Seattle,A,13285.769791851984,0.30087147572565376,50.8501661569734,45.45805067582518,71208767.75,4.741666666666666,18.65749150230448,-1.4579884738437299,11.847544936179833,17.02797736367229,99.84845622923453,1.6359918200408985,2.7542946057726336
2018,South Florida,A,4701.390044017607,0.174325490890894,38.06167989931568,33.54648784918175,51808900.0,3.65,9.074483426626712,0.0,0.0,0.0,0.0,0.0,0.0
2019,South Florida,A,7314.070613291154,0.18010093220541926,40.31390411490665,35.25482609429463,52740085.0,3.25,13.868143392812419,5.917301132132802,3.3130216843272553,5.593549104882733,5.593549104882733,-1.095890410958904,5.282570633299035
2020,South Florida,A,5731.270569445627,0.21532861197640574,42.27490569558582,37.208303390462746,53412752.0,8.191666666666666,10.730154045321662,4.864330616776114,19.559965259261713,7.500254413883235,13.093803518765968,15.205128205128204,-2.262732118213542
2021,South Florida,A,5510.81598014508,0.23999059944415024,42.787104705366225,38.46032956288125,53931209.25,4.691666666666666,10.218231811935647,1.211591135101897,11.453186476884358,10.59412279443227,23.68792631319824,-4.27263479145473,-0.47708749680924867
2022,South Florida,A,5989.763969960915,0.2142794229294135,46.27747175878147,40.64435602219287,54430094.75,2.9916666666666667,11.004507703821176,8.157521004167156,-10.713409847838717,-16.81084441850603,6.8770818946922105,-3.623445825932504,0.769483318011146
2023,South Florida,A,5875.095751984225,0.208553025746398,48.527390677926576,42.69405132420563,54395469.0,2.908333333333333,10.800707963349346,4.861801722602022,-2.672397146086136,-7.742355884766105,-0.8652739900738942,-0.2785515320334264,-0.18519659939086885
2024,South Florida,A,6342.998964454795,0.205472933815448,52.08980273007475,45.37003926122963,55051083.5,3.275,11.52202383892189,7.341033594391444,-1.4768867149860476,-8.131344618494742,-8.996618608568635,1.2607449856733521,0.6678412915340592
2018,Tampa,A,7291.063721648534,0.11589667612774225,28.857415619857825,23.748524092976453,22753782.0,3.65,32.04330480817885,0.0,0.0,0.0,0.0,0.0,0.0
2019,Tampa,A,8843.599413335129,0.139901999218297,31.234017646233323,25.59740092039785,22981934.0,3.25,38.48065795217725,8.235671751354179,20.71269331667103,15.76442545231442,15.76442545231442,-1.095890410958904,2.00895418950523
2020,Tampa,A,8528.362385751434,0.15868752907780426,31.001772706034476,26.169931633022877,23430578.0,8.191666666666666,36.398429376140164,-0.7435640935768428,13.427635033431606,9.558251415555711,25.32267686787013,15.205128205128204,-0.5411104401137912
2021,Tampa,A,8953.590745206242,0.2196963871768945,31.930084177371874,27.2778667208148,23806360.25,4.691666666666666,37.61007836217316,2.994381902415233,38.445905896724675,37.01901013849444,62.341687006364566,-4.27263479145473,0.3328849642142129
2022,Tampa,A,8964.595017272924,0.231171755782723,32.66384976690293,28.240653794486725,24082211.0,2.9916666666666667,37.224966666361844,2.298038381154832,5.223285076867845,3.6775143366889695,66.01920134305354,-3.623445825932504,-0.10239587700477948
2023,Tampa,A,7524.950069062197,0.2409060374251535,32.33834549667815,28.50929241473975,24228153.25,2.908333333333333,31.058702623412692,-0.9965275757378711,4.21084384183148,2.7922801274601663,68.8114814705137,-0.2785515320334264,-1.6564861154116939
2024,Tampa,A,10540.68035130719,0.24420741102663573,33.189817990416046,29.5861105168643,24996444.0,3.275,42.16871948388815,2.633011926430684,1.3703988645398457,3.7878547219885155,72.59933619250222,1.2607449856733521,3.577102686865128
